REF_DATE,GEO,Age group,Pregnancy outcomes,VALUE
1991,"Canada, place of residence of females",20 to 24 years,Induced abortions,27.8
1991,"Canada, place of residence of females",20 to 24 years,Fetal loss,5387
1991,"Canada, place of residence of females",20 to 24 years,Fetal loss,5.3
1991,"Canada, place of residence of females",25 to 29 years,"Total, pregnancies",180056
1991,"Canada, place of residence of females",25 to 29 years,"Total, pregnancies",145.5
1991,"Canada, place of residence of females",25 to 29 years,Live births,150024
1991,"Canada, place of residence of females",25 to 29 years,Live births,121.2
1991,"Canada, place of residence of females",25 to 29 years,Induced abortions,22019
1991,"Canada, place of residence of females",25 to 29 years,Induced abortions,17.8
1991,"Canada, place of residence of females",25 to 29 years,Fetal loss,8013
1991,"Canada, place of residence of females",25 to 29 years,Fetal loss,6.5
1991,"Canada, place of residence of females",30 to 34 years,"Total, pregnancies",129094
1991,"Canada, place of residence of females",30 to 34 years,"Total, pregnancies",100.6
1991,"Canada, place of residence of females",30 to 34 years,Live births,107560
1991,"Canada, place of residence of females",30 to 34 years,Live births,83.8
1991,"Canada, place of residence of females",30 to 34 years,Induced abortions,15004
1991,"Canada, place of residence of females",30 to 34 years,Induced abortions,11.7
1991,"Canada, place of residence of females",30 to 34 years,Fetal loss,6530
1991,"Canada, place of residence of females",30 to 34 years,Fetal loss,5.1
1991,"Canada, place of residence of females",35 to 39 years,"Total, pregnancies",44513
1991,"Canada, place of residence of females",35 to 39 years,"Total, pregnancies",37.9
1991,"Canada, place of residence of females",35 to 39 years,Live births,33107
1991,"Canada, place of residence of females",35 to 39 years,Live births,28.2
1991,"Canada, place of residence of females",35 to 39 years,Induced abortions,8394
1991,"Canada, place of residence of females",35 to 39 years,Induced abortions,7.2
1991,"Canada, place of residence of females",35 to 39 years,Fetal loss,3012
1991,"Canada, place of residence of females",35 to 39 years,Fetal loss,2.6
1991,"Canada, place of residence of females",40 years and over,"Total, pregnancies",7677
1991,"Canada, place of residence of females",40 years and over,"Total, pregnancies",7.2
1991,"Canada, place of residence of females",40 years and over,Live births,4262
1991,"Canada, place of residence of females",40 years and over,Live births,4.0
1991,"Canada, place of residence of females",40 years and over,Induced abortions,2411
1991,"Canada, place of residence of females",40 years and over,Induced abortions,2.3
1991,"Canada, place of residence of females",40 years and over,Fetal loss,1004
1991,"Canada, place of residence of females",40 years and over,Fetal loss,0.9
1991,"Canada, place of residence of females",Unknown age group,"Total, pregnancies",2418
1991,"Canada, place of residence of females",Unknown age group,Live births,2407
1991,"Canada, place of residence of females",Unknown age group,Induced abortions,0
1991,"Canada, place of residence of females",Unknown age group,Fetal loss,11
1991,"Newfoundland and Labrador, place of residence of females",All ages,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",All ages,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",All ages,Live births,7166
1991,"Newfoundland and Labrador, place of residence of females",All ages,Live births,44.2
1991,"Newfoundland and Labrador, place of residence of females",All ages,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",All ages,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",All ages,Fetal loss,660
1991,"Newfoundland and Labrador, place of residence of females",All ages,Fetal loss,4.1
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,Live births,814
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,Live births,26.1
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,Fetal loss,88
1991,"Newfoundland and Labrador, place of residence of females",Under 20 years,Fetal loss,2.8
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,Live births,4
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,Live births,0.8
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,Fetal loss,1
1991,"Newfoundland and Labrador, place of residence of females",Under 15 years,Fetal loss,0.2
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,Live births,810
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,Live births,30.8
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,Fetal loss,87
1991,"Newfoundland and Labrador, place of residence of females",15 to 19 years,Fetal loss,3.3
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,Live births,273
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,Live births,17.7
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,Fetal loss,31
1991,"Newfoundland and Labrador, place of residence of females",15 to 17 years,Fetal loss,2.0
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,Live births,537
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,Live births,49.5
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,Fetal loss,56
1991,"Newfoundland and Labrador, place of residence of females",18 to 19 years,Fetal loss,5.2
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,Live births,1988
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,Live births,80.7
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,Induced abortions,
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,Fetal loss,188
1991,"Newfoundland and Labrador, place of residence of females",20 to 24 years,Fetal loss,7.6
1991,"Newfoundland and Labrador, place of residence of females",25 to 29 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",25 to 29 years,"Total, pregnancies",
1991,"Newfoundland and Labrador, place of residence of females",25 to 29 years,Live births,2494
