Date declaration of state of emergency,Extension,Date of Report on derogation of human rights to Human Rights Committee,Date lifting state of emergency,Duration (days),Country,Derogation ICCPR Article 8.3,Derogation ICCPR Article 9.2,Derogation ICCPR Article 9.3,Derogation ICCPR Article 10,Derogation ICCPR Article 12.1,Derogation ICCPR Article 12.2,Derogation ICCPR Article 13,Derogation ICCPR Article 14,Derogation ICCPR Article 17.1,Derogation ICCPR Article 17.2,Derogation ICCPR Article 19.1,Derogation ICCPR Article 19.2,Derogation ICCPR Article 20,Derogation ICCPR Article 21,Derogation ICCPR Article 22.1,Derogation ICCPR Article 22.2,Derogation ICCPR Article 23,Derogation ICCPR Article 24,Derogation ICCPR Article 25,Derogation ICCPR Article 26,Derogation ICCPR Article 27,Source,Declaratory organ,Declaratory person,Region,Trigger,Legal background,News sources,National/subnational,Details,Duration and other limitations of SoE according to consitution or other law,,,,,,,,,,,,,,,,
19/10/2006,Yes,25/10/2006,20/12/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 069-2006-PCM, C.N.1088.2006.TREATIES-21",President,Alan García Pérez,"Provinces of Marañón, Huacaybamba, Leoncio Prado and Huamalíes, department of Huánuco; the province of Tocache, department of San Martín; and the province of Padre Abad, department of Ucayali.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
18/10/2006,No,18/12/2006,26/10/2006,8,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Governmental Decree No. 5-2006, C.N.1390.2006.TREATIES-27",President,Oscar Berger Perdomo,"Municipalities of Ayutla, Malacatán and Ocós, Department of San Marcos, and the municipality of La Democracia, Department of Huehuetenango",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Political Constitution of the Republic of Guatamala of 1993 states in Chapter IV, Art. 138 that a state of emergency may not be longer than 30 days, although extension is possible. (http://www.wipo.int/wipolex/en/details.jsp?id=7526) ",,,,,,,,,,,,,,,,
18/10/2006,No,18/12/2006,26/10/2006,8,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Governmental Decree No. 6-2006, C.N.1390.2006.TREATIES-27",President,Oscar Berger Perdomo,"Municipality of Coatepeque, Department of Quetzaltenango",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Political Constitution of the Republic of Guatamala of 1993 states in Chapter IV, Art. 138 that a state of emergency may not be longer than 30 days, although extension is possible. (http://www.wipo.int/wipolex/en/details.jsp?id=7526) ",,,,,,,,,,,,,,,,
13/10/2006,No,26/10/2006,12/12/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 067-2006-PCM, C.N.1106.2006.TREATIES-22, amended by Depositary Notification of  Supreme Decree No. 072-2006-PCM, C.N.1107.2006.TREATIES-23",President,Alan García Pérez,"Province of Chiclayo, department of Lambayeque.",Man-made disaster,Constitution,N/A,sub-national,"According to the government: That, as is public knowledge, the dispute between Mr. Arturo Castillo Chirinos and Mr. José Barrueto Sánchez over the mayorship of the provincial municipality of Chiclayo has given rise to serious acts of violence and disturbance of public order in that city, as a result of which the Municipal Palace, a building regarded as part of the nation's cultural heritage, burned down; public health services have also ceased, jeopardizing public health and increasing the possibility of epidemics. Under the amendment of Supreme Decree No. 072-2006-PCM the inviolability of the home and freedom of movement is restored","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
27/09/2006,Yes,27/09/2006,26/11/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 059-2006-PCM, C.N.818.2006.TREATIES-17, Report of Human Rights Committee (Volume 1) 01-11-2007,  A/62/40 (VOL. I) (SUPP)",President,Alan García Pérez,"Provinces of Huanta and La Mar, Province of Tayacaja, Province of La Convención, and the Province of Satipo, the Andamarca district of the Province of Concepción and the Santo Domingo de Acobamba district of the Province of Huancayo   ",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
29/08/2006,No,05/09/2006,18/09/2006,15,Guatemala,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Governmental Decree No. 1-2006, C.N.827.2006.TREATIES-18",President,Oscar Berger Perdomo,"Municipalities of the Department of San Marcos: Concepción Tutuapa, Ixchiguán, San Miguel Ixtahuacán, Tajumulco and Tejutla",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Political Constitution of the Republic of Guatamala of 1993 states in Chapter IV, Art. 138 that a state of emergency may not be longer than 30 days, although extension is possible. (http://www.wipo.int/wipolex/en/details.jsp?id=7526) ",,,,,,,,,,,,,,,,
25/07/2006,Yes,27/09/2006,23/09/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 045-2006-PCM, C.N.818.2006.TREATIES-17",President,Alan García Pérez,"Provinces of Huanta and La Mar, Province of Tayacaja, Province of La Convención, and the Province of Satipo, the Andamarca district of the Province of Concepción and the Santo Domingo de Acobamba district of the Province of Huancayo   ",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
20/06/2006,Yes,05/07/2006,19/08/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 030-2006-PCM, C.N.528.2006.TREATIES-13",President,Alejandro Toledo,"Provinces of Marañón, Huacaybamba, Leoncio Prado and Huamalíes, department of Huánuco, the province of Tocache, department of San Martín and the province of Padre Abad, department of Ucayalli.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
20/04/2006,Yes,26/04/2006,19/06/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 019-2006-PCM,  C.N.355.2006.TREATIES-11",President,Alejandro Toledo,"Provinces of Marañón, Huacaybamba, Leoncio Prado and Huamalíes, department of Huánuco, the province of Tocache, department of San Martín and the province of Padre Abad, department of Ucayali.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
21/03/2006,No,18/04/2006,07/04/2006,18,Ecuador,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Executive Decree No. 1269, C.N.356.2006.TREATIES-12, lifted by Depositary Notification of  Executive Decree No. 1329.",President,Alfredo Palacio Gonzalez ,"Chimborazo, Cotopaxi, Imbabura and Cañar Provinces and in Tabacundo and Cayambe in Pichincha Province. ",Man-made disaster,Constitution,http://news.bbc.co.uk/2/hi/americas/4814422.stm,sub-national,"Continuous protests of indigenous groups over a proposed free trade agreement with the US. Demonstrators are calling for a referendum on the trade deal, but the government has described the call as premature. According to the government: destabilization and prevention of the normal flow of activities in those areas resulting from acts of vandalism, attacks on the public forces and the closing of roads, irreparably damaged the national
economy and placed State security at high risk, thus, necessitating a state of emergency","The Constitution of 1998 states that a state of emergency may not be longer than 60 days under Art. 182 (2). The congress needs to be informed within 48 hours of a SoE. Extension, however, exists within the powers of the president, after which the Congress shall be notified. (http://www.wipo.int/wipolex/en/details.jsp?id=5507)",,,,,,,,,,,,,,,,
26/02/2006,No,07/03/2006,15/03/2006,18,Georgia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Depositary Notification of Decree 173, C.N.231.2006.TREATIES-8, lifted by Decree no. 199, C.N.258.2006.TREATIES-10",President,Mikheil Saakashvili,Khelvachauri district,Man-made disaster,Constitution,N/A,sub-national,Preventing the further spread throughout Georgia of the H5N1 virus (bird flu) that has been recently detected in the district of Khelvachauri. ,The Constitution of 1995 gives no specification on the duration of a State of Emergency in art. 46 or art. 73(h) (http://www.wipo.int/wipolex/en/details.jsp?id=7523).,,,,,,,,,,,,,,,,
19/02/2006,Yes,22/02/2006,20/04/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 006-2006-PCM, C.N.214.2006.TREATIES-7",President,Alejandro Toledo,"Provinces of Marañón, Huacaybamba, Leoncio Prado and Huamalíes, department of Huánuco, the province of Tocache, department of San Martín and the province of Padre Abad, department of Ucayalli.",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
22/12/2005,No,23/12/2005,20/02/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 098-2005-PCM, C.N.1355.2005.TREATIES-30, Report of Human Rights Committee (volume 1) 01-12-2006, A/61/40(Vol. I) ",President,Alejandro Toledo,"Provinces of Maranon, Huacaybamba, Leoncio Prado, Huamalies, Tocache and Padre Abad. ",Man-made disaster,Constitution,http://www.bbc.co.uk/news/world-latin-america-19928907,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
18/11/2005,Yes,01/12/2005,16/01/2006,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 089-2005-PCM, C.N.1219.2005.TREATIES-23, Report of Human Rights Committee (volume 1) 01-12-2006, A/61/40(Vol. I) ",President,Alejandro Toledo,"Huanta and La Mar, department of Ayacucho; the province of Tayacaja, department of Huancavelica; the province of La Convención, department of Cusco; in the province of Satipo, in the district of Andamarca, province of Concepción, and in the district of Santo Domingo de Acobamba, province of Huancayo, department of Junín",Man-made disaster,Constitution,N/A,sub-national,N/A,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
08/11/2005,No,15/11/2005,04/01/2006,58,France,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification,  C.N.1356.2005.TREATIES-31, Report of Human Rights Committee (volume 1) 01-12-2006, A/61/40(Vol. I), Depositary Notification,  C.N.119.2006.TREATIES-5",President,Jacques Chirac,"Convencion province of the department of Cusco, Satipo province in Andamarca district of the province of Concepcion and Santo Domingo de Acobamba district in Huancayo Province of the department of Junin.",Man-made disaster,Constitution,http://news.bbc.co.uk/2/hi/europe/4420588.stm *http://news.bbc.co.uk/2/hi/europe/4401670.stm,national,"A state of emergency was declared because of urban violence directed against individuals and property which began on 27 October which has resulted in attacks on public order. Several people were killed and dozens were injured. After 7 days the riots spread beyond paris into other cities. Consequently, the French government declared a state of emergency. *France implemented act 55-385 of 3 April 1955 on the basis of which it made reservations to several international human rights treaties. Via these reservations France aims to lawfully derogate from human rights provisions during state of emergencies. ","The Constitution of 1958 states in Art. 16 that the president of the republic may declare a state of emergency when the integrity of the territory of France is under serious and immediate threat, and where the proper functioning of the constitutional public authorities is interrupted. After 30 days it has to be decided whether the conditions for the state of emergency still apply and an extention may be made (http://www.wipo.int/wipolex/en/text.jsp?file_id=179092)",,,,,,,,,,,,,,,,
